"city","live_pincode","has_trainer","nearest_live_with_trainer"
"ahmedabad","380062","NO","380010"
"ahmedabad","380063","NO","380010"
"ahmedabad","380064","NO","380010"
"ahmedabad","380065","NO","380010"
"ahmedabad","382210","NO","380010"
"ahmedabad","382220","NO","380010"
"ahmedabad","382230","NO","380010"
"ahmedabad","382240","NO","380010"
"ahmedabad","382250","NO","380010"
"ahmedabad","382260","NO","380010"
"ahmedabad","382270","NO","380010"
"ahmedabad","382280","NO","380010"
"ahmedabad","382290","NO","380010"
"ahmedabad","382300","NO","380010"
"ahmedabad","382305","NO","380010"
"ahmedabad","382310","NO","380010"
"ahmedabad","382315","NO","380010"
"ahmedabad","382320","NO","380010"
"ahmedabad","382325","NO","380010"
"ahmedabad","382330","NO","380010"
"ahmedabad","382335","NO","380010"
"ahmedabad","382340","NO","380010"
"ahmedabad","382345","NO","380010"
"ahmedabad","382350","NO","380010"
"ahmedabad","382355","NO","380010"
"ahmedabad","382360","NO","380010"
"ahmedabad","382365","NO","380010"
"ahmedabad","382370","NO","380010"
"ahmedabad","382375","NO","380010"
"ahmedabad","382380","NO","380010"
"ahmedabad","382385","NO","380010"
"ahmedabad","382390","NO","380010"
"ahmedabad","382395","NO","380010"
"ahmedabad","382400","NO","380010"
"ahmedabad","382405","NO","380010"
"ahmedabad","382410","NO","380010"
"ahmedabad","382415","NO","380010"
"ahmedabad","382418","NO","380010"
"ahmedabad","382420","NO","380010"
"ahmedabad","382422","NO","380010"
"ahmedabad","382424","NO","380010"
"ahmedabad","382425","NO","380010"
"ahmedabad","382426","NO","380010"
"ahmedabad","382427","NO","380010"
"ahmedabad","382428","NO","380010"
"ahmedabad","382430","NO","380010"
"ahmedabad","382433","NO","380010"
"ahmedabad","382435","NO","380010"
"ahmedabad","382440","NO","380010"
"ahmedabad","382443","NO","380010"
"ahmedabad","382445","NO","380010"
"ahmedabad","382449","NO","380010"
"ahmedabad","382450","NO","380010"
"ahmedabad","382455","NO","380010"
"ahmedabad","382460","NO","380010"
"ahmedabad","382463","NO","380010"
"ahmedabad","382465","NO","380010"
"ahmedabad","382470","NO","380010"
"ahmedabad","382475","NO","380010"
"ahmedabad","382480","NO","380010"
"ahmedabad","382481","NO","380010"
"ahmedabad","382485","NO","380010"
"ahmedabad","382490","NO","380010"
